Business ID,Fiscal Year,Department,Support Program,Race or Ethnicity of Recipient,Zipcode,New Georeferenced Column
V00000944861,2020,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Hispanic or Latino,78733,POINT (-97.871484 30.327345)
2027,2021,Economic Development (EDD),Education & Coaching,White,78749,POINT (-97.859448 30.213975)
V00000950397,2020,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Black or African American,78665,POINT (-97.643704 30.542117)
519,2020,Economic Development (EDD),Cultural Arts Grantmaking,,,
1274,2019,Economic Development (EDD),Small Business Education & Coaching,White,78751,POINT (-97.722213 30.310564)
V00000950536,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,African American,78758,POINT (-97.706726 30.384311)
4422,2022,Economic Development,Education & Coaching,White,78758,POINT (-97.706726 30.384311)
1089,2019,Economic Development (EDD),Small Business Education & Coaching,,78746,POINT (-97.80785 30.293201)
3941,2022,Economic Development,Education & Coaching,Asian,84404,POINT (-111.96356 41.27408)
797,2019,Economic Development (EDD),Small Business Education & Coaching,Multi Race or Ethnicity,78748,POINT (-97.825259 30.166107)
1571,2019,Economic Development (EDD),Cultural Arts Grantmaking,,,
2067,2020,Economic Development (EDD),Small Business Education & Coaching,,,
3340,2022,Economic Development,Education & Coaching,White,78745,POINT (-97.798214 30.206782)
V00000973241,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Caucasian,78240,POINT (-98.607417 29.522014)
1599,2019,Economic Development (EDD),Cultural Arts Grantmaking,,78722,POINT (-97.715708 30.290465)
1560,2020,Economic Development (EDD),Small Business Education & Coaching,Asian,78705,POINT (-97.737978 30.292467)
1597,2019,Economic Development (EDD),Cultural Arts Grantmaking,Prefer not to answer,,
911,2019,Economic Development (EDD),Small Business Education & Coaching,,77046,POINT (-95.434865 29.731491)
VC0000102296,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Asian,78720,POINT (-97.756284 30.423321)
365,2020,Economic Development (EDD),Cultural Arts Grantmaking,,,
1889,2021,Economic Development (EDD),Education & Coaching,Hispanic or Latino,78660,POINT (-97.613157 30.449905)
96,2021,Economic Development (EDD),Public Art & Placemaking,White,78744,POINT (-97.738673 30.186349)
2843,2021,Economic Development (EDD),Cultural Arts Grantmaking,White,78723,POINT (-97.686715 30.30723)
VS0000017844,2020,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Hispanic or Latino,78217,POINT (-98.420266 29.540297)
MIS8315318,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,African American,78660,POINT (-97.613157 30.449905)
1901,2020,Economic Development (EDD),Small Business Education & Coaching,Hispanic or Latino,,
V00000904921,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Caucasian,77042,POINT (-95.558847 29.739957)
VS0000011064,2020,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Asian,78746,POINT (-97.80785 30.293201)
2313,2020,Economic Development (EDD),Small Business Education & Coaching,White,78749,POINT (-97.859448 30.213975)
VS0000019008,2020,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Hispanic or Latino,78757,POINT (-97.732706 30.349869)
393,2020,Economic Development (EDD),Cultural Arts Grantmaking,,,
3095,2020,Economic Development (EDD),Small Business Education & Coaching,,,
4168,2022,Economic Development,Education & Coaching,Native American or Alaska Native,76504,POINT (-97.368911 31.110249)
2488,2021,Economic Development (EDD),Education & Coaching,Hispanic or Latino,,
V00000973379,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Hispanic,78734,POINT (-97.952751 30.377001)
2533,2020,Economic Development (EDD),Small Business Education & Coaching,Black or African American,,
1978,2019,Economic Development (EDD),Business Development,,,
1712,2020,Economic Development (EDD),Small Business Education & Coaching,Prefer not to answer,78758,POINT (-97.706726 30.384311)
2067,2021,Economic Development (EDD),Education & Coaching,Hispanic or Latino,78723,POINT (-97.686715 30.30723)
1681,2021,Economic Development (EDD),Cultural Arts Grantmaking,,,
4285,2022,Economic Development,Education & Coaching,Hispanic or Latino,78745,POINT (-97.798214 30.206782)
1719,2020,Economic Development (EDD),Small Business Education & Coaching,White,,
3428,2022,Economic Development,Education & Coaching,White,78703,POINT (-97.763975 30.291285)
153,2020,Economic Development (EDD),Cultural Arts Grantmaking,,78751,POINT (-97.722213 30.310564)
V00000947377,2020,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Hispanic or Latino,78744,POINT (-97.738673 30.186349)
V00000934200,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Caucasian,78638,POINT (-97.801272 29.664113)
745,2021,Economic Development (EDD),Education & Coaching,Hispanic or Latino,78704,POINT (-97.76448 30.243217)
2654,2021,Economic Development (EDD),Education & Coaching,Prefer not to answer,78765,POINT (-97.743753 30.304094)
516,2020,Economic Development (EDD),Cultural Arts Grantmaking,,,
1242,2020,Economic Development (EDD),Small Business Education & Coaching,,,
VS0000025754,2020,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Black or African American,78660,POINT (-97.613157 30.449905)
929,2019,Economic Development (EDD),Small Business Education & Coaching,White,78737,POINT (-97.964749 30.193369)
1467,2020,Economic Development (EDD),Small Business Education & Coaching,White,,
1360,2019,Economic Development (EDD),Cultural Arts Grantmaking,White,78751,POINT (-97.722213 30.310564)
3841,2022,Economic Development,Education & Coaching,"Middle Eastern, Arab or North African",78759,POINT (-97.753727 30.40316)
V00000950085,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,African American,78735,POINT (-97.858036 30.256502)
1927,2021,Economic Development (EDD),Education & Coaching,White,78754,POINT (-97.643722 30.356927)
3509,2022,Economic Development,Education & Coaching,White,78744,POINT (-97.738673 30.186349)
1712,2019,Economic Development (EDD),Cultural Arts Grantmaking,,78745,POINT (-97.798214 30.206782)
338,2021,Economic Development (EDD),Cultural Arts Grantmaking,White,78723,POINT (-97.686715 30.30723)
2466,2020,Economic Development (EDD),Small Business Education & Coaching,White,78748,POINT (-97.825259 30.166107)
4337,2022,Economic Development,Education & Coaching,Multi Race or Ethnicity,78747,POINT (-97.757228 30.133523)
V00000945741,2020,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Native American or Alaska Native,78709,POINT (-97.746598 30.264979)
1050,2020,Economic Development (EDD),Small Business Education & Coaching,Black or African American,,
V00000970104,2020,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Hispanic or Latino,78704,POINT (-97.76448 30.243217)
146,2019,Economic Development (EDD),Small Business Education & Coaching,Hispanic or Latino,78748,POINT (-97.825259 30.166107)
174,2020,Economic Development (EDD),Cultural Arts Grantmaking,Hispanic or Latino,78753,POINT (-97.675352 30.378511)
720,2021,Economic Development (EDD),Music & Entertainment Business Development,,,
V00000929271,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,African American,75247,POINT (-96.875999 32.815855)
3447,2022,Economic Development,Education & Coaching,Hispanic or Latino,63110,POINT (-90.264406 38.624383)
2650,2020,Economic Development (EDD),Small Business Education & Coaching,,,
V00000933904,2020,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Hispanic or Latino,77478,POINT (-95.60818 29.616622)
493,2020,Economic Development (EDD),Cultural Arts Grantmaking,,,
1572,2020,Economic Development (EDD),Small Business Education & Coaching,White,78734,POINT (-97.952751 30.377001)
4469,2022,Economic Development,Education & Coaching,White,78749,POINT (-97.859448 30.213975)
1582,2020,Economic Development (EDD),Small Business Education & Coaching,Asian,77008,POINT (-95.415234 29.799859)
2177,2019,Economic Development (EDD),Music & Entertainment Business Development,,,
1602,2019,Economic Development (EDD),Cultural Arts Grantmaking,,78741,POINT (-97.716971 30.227985)
2763,2020,Economic Development (EDD),Small Business Education & Coaching,Prefer not to answer,78701,POINT (-97.741791 30.271191)
750,2019,Economic Development (EDD),Small Business Education & Coaching,Black or African American,78753,POINT (-97.675352 30.378511)
287,2020,Economic Development (EDD),Cultural Arts Grantmaking,,,
501,2020,Economic Development (EDD),Cultural Arts Grantmaking,,,
BLU8306906,2020,Small & Minority Business Resources (SMBR),M/W/DBE Certification,White,78653,POINT (-97.531473 30.345865)
1306,2021,Economic Development (EDD),Education and Coaching,White,78759,POINT (-97.753727 30.40316)
152,2019,Economic Development (EDD),Small Business Education & Coaching,,78754,POINT (-97.643722 30.356927)
1822,2019,Economic Development (EDD),Cultural Arts Grantmaking,Asian,,
1069,2019,Economic Development (EDD),Small Business Education & Coaching,,78701,POINT (-97.741791 30.271191)
2715,2021,Economic Development (EDD),Industry Sector Development,,,
3057,2020,Economic Development (EDD),Small Business Education & Coaching,,,
266,2021,Economic Development (EDD),Public Art & Placemaking,,78748,POINT (-97.825259 30.166107)
1428,2021,Economic Development (EDD),Education & Coaching,Asian,,
1005,2020,Economic Development (EDD),Small Business Education & Coaching,,,
1226,2020,Economic Development (EDD),Small Business Education & Coaching,Black or African American,78154,POINT (-98.279892 29.567659)
1724,2021,Economic Development (EDD),Education & Coaching,Black or African American,78724,POINT (-97.622435 30.295025)
1710,2020,Economic Development (EDD),Small Business Education & Coaching,,,
V00000955756,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Caucasian,78754,POINT (-97.643722 30.356927)
2493,2020,Economic Development (EDD),Small Business Education & Coaching,,,
1000,2020,Economic Development (EDD),Small Business Education & Coaching,Black or African American,78704,POINT (-97.76448 30.243217)
1968,2020,Economic Development (EDD),Small Business Education & Coaching,White,78703,POINT (-97.763975 30.291285)
1812,2019,Economic Development (EDD),Cultural Arts Grantmaking,"Middle Eastern, Arab, or North African",78723,POINT (-97.686715 30.30723)
1436,2021,Economic Development (EDD),Cultural Arts Grantmaking,,,
2203,2019,Economic Development (EDD),Music & Entertainment Business Development,White,78704,POINT (-97.76448 30.243217)
