Business ID,Fiscal Year,Department,Support Program,Race or Ethnicity of Recipient,Zipcode,New Georeferenced Column
2207,2019,Economic Development (EDD),Music & Entertainment Business Development,,,
2780,2021,Economic Development (EDD),Industry Sector Development,White,78723,POINT (-97.686715 30.30723)
3309,2022,Economic Development,Education & Coaching,Black or African American,78702,POINT (-97.71608 30.264271)
2797,2020,Economic Development (EDD),Small Business Education & Coaching,Prefer not to answer,78634,POINT (-97.555793 30.550535)
463,2021,Economic Development (EDD),Historic Preservation Fund Grants Adminstration,,78660,POINT (-97.613157 30.449905)
2839,2020,Economic Development (EDD),Small Business Education & Coaching,,,
1837,2019,Economic Development (EDD),Cultural Arts Grantmaking,White,78701,POINT (-97.741791 30.271191)
VS0000034326,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,African American,78731,POINT (-97.765626 30.345658)
1441,2021,Economic Development (EDD),Public Art & Placemaking,,78745,POINT (-97.798214 30.206782)
332,2020,Economic Development (EDD),Cultural Arts Grantmaking,,,
1399,2021,Economic Development (EDD),Education & Coaching,White,78723,POINT (-97.686715 30.30723)
VC0000101538,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Caucasian,78641,POINT (-97.872696 30.55706)
2400,2021,Economic Development (EDD),Education & Coaching,,78751,POINT (-97.722213 30.310564)
1510,2019,Economic Development (EDD),Cultural Arts Grantmaking,,78752,POINT (-97.703051 30.332223)
1257,2019,Economic Development (EDD),Small Business Education & Coaching,Asian,78723,POINT (-97.686715 30.30723)
V00000928849,2020,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Hispanic or Latino,78729,POINT (-97.767067 30.454447)
1428,2019,Economic Development (EDD),Cultural Arts Grantmaking,,78705,POINT (-97.737978 30.292467)
583,2020,Economic Development (EDD),Historic Preservation Fund Grants,,,
2528,2021,Economic Development (EDD),Education & Coaching,Hispanic or Latino,78758,POINT (-97.706726 30.384311)
V00000951156,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Caucasian,78731,POINT (-97.765626 30.345658)
1276,2020,Economic Development (EDD),Small Business Education & Coaching,Hispanic or Latino,78758,POINT (-97.706726 30.384311)
2122,2020,Economic Development (EDD),Small Business Education & Coaching,Black or African American,78753,POINT (-97.675352 30.378511)
2647,2020,Economic Development (EDD),Small Business Education & Coaching,,,
175,2019,Economic Development (EDD),Small Business Education & Coaching,Black or African American,,
1317,2020,Economic Development (EDD),Small Business Education & Coaching,,,
4043,2022,Economic Development,Education & Coaching,Prefer not to answer,78704,POINT (-97.76448 30.243217)
324,2021,Economic Development (EDD),Cultural Arts Grantmaking,White,,
2382,2021,Economic Development (EDD),Education & Coaching,White,78750,POINT (-97.800431 30.433237)
916,2021,Economic Development (EDD),Cultural Arts Grantmaking,,78722,POINT (-97.715708 30.290465)
1230,2019,Economic Development (EDD),Small Business Education & Coaching,,78712,POINT (-97.735497 30.285465)
1419,2021,Economic Development (EDD),Historic Preservation Fund Grants Adminstration,,78731,POINT (-97.765626 30.345658)
749,2020,Economic Development (EDD),Small Business Education & Coaching,,,
2538,2020,Economic Development (EDD),Small Business Education & Coaching,Prefer not to answer,78602,POINT (-97.315205 30.118763)
2010,2020,Economic Development (EDD),Small Business Education & Coaching,,,
2245,2021,Economic Development (EDD),Education & Coaching,Hispanic or Latino,78741,POINT (-97.716971 30.227985)
4318,2022,Economic Development,Education & Coaching,Black or African-American,,
1946,2019,Economic Development (EDD),Cultural Arts Grantmaking,,78703,POINT (-97.763975 30.291285)
2942,2021,Economic Development (EDD),Education and Coaching,Hispanic or Latino,78240,POINT (-98.607417 29.522014)
15,2020,Economic Development (EDD),Artist Development,,,
3479,2022,Economic Development,Education & Coaching,Multi Race or Ethnicity,78045,POINT (-99.513046 27.622935)
1946,2020,Economic Development (EDD),Small Business Education & Coaching,,,
1895,2019,Economic Development (EDD),Cultural Arts Grantmaking,,78758,POINT (-97.706726 30.384311)
1512,2021,Economic Development (EDD),Education & Coaching,,,
800,2020,Economic Development (EDD),Small Business Education & Coaching,Hispanic or Latino,78704,POINT (-97.76448 30.243217)
V00000970385,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Hispanic,78737,POINT (-97.964749 30.193369)
6,2019,Economic Development (EDD),Small Business Education & Coaching,,78705,POINT (-97.737978 30.292467)
V00000925090,2020,Small & Minority Business Resources (SMBR),M/W/DBE Certification,White,78702,POINT (-97.71608 30.264271)
2971,2020,Economic Development (EDD),Small Business Education & Coaching,White,78757,POINT (-97.732706 30.349869)
2064,2021,Economic Development (EDD),Education & Coaching,White,78723,POINT (-97.686715 30.30723)
1112,2019,Economic Development (EDD),Small Business Education & Coaching,,78749,POINT (-97.859448 30.213975)
1033,2020,Economic Development (EDD),Small Business Education & Coaching,White,78751,POINT (-97.722213 30.310564)
4186,2022,Economic Development,Education & Coaching,Native Hawaiian or Other Pacific Islander,78613,POINT (-97.824803 30.503628)
VS0000022827,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Caucasian,77380,POINT (-95.468478 30.142427)
1785,2020,Economic Development (EDD),Small Business Education & Coaching,Asian,78758,POINT (-97.706726 30.384311)
1157,2019,Economic Development (EDD),Small Business Education & Coaching,White,78744,POINT (-97.738673 30.186349)
4464,2022,Economic Development,Education & Coaching,Hispanic or Latino,78704,POINT (-97.76448 30.243217)
680,2021,Economic Development (EDD),Public Art & Placemaking,,,
1491,2021,Economic Development (EDD),Education & Coaching,Hispanic or Latino,10029,POINT (-73.944174 40.791646)
2453,2020,Economic Development (EDD),Small Business Education & Coaching,Prefer not to answer,78741,POINT (-97.716971 30.227985)
3153,2022,Economic Development,Public Art & Placemaking,Hispanic or Latino,78610,POINT (-97.818541 30.079155)
887,2019,Economic Development (EDD),Small Business Education & Coaching,,78721,POINT (-97.683892 30.270568)
346,2020,Economic Development (EDD),Cultural Arts Grantmaking,,,
1458,2021,Economic Development (EDD),Small Business Development,White,78702,POINT (-97.71608 30.264271)
2788,2020,Economic Development (EDD),Education & Coaching,Black or African American,68731,
V00000959175,2020,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Hispanic or Latino,78664,POINT (-97.651252 30.505358)
79,2019,Economic Development (EDD),Small Business Education & Coaching,White,78721,POINT (-97.683892 30.270568)
2952,2020,Economic Development (EDD),Small Business Education & Coaching,Black or African American,78660,POINT (-97.613157 30.449905)
TEX8311982,2020,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Hispanic or Latino,78723,POINT (-97.686715 30.30723)
666,2020,Economic Development (EDD),Music & Entertainment Business Development,,,
924,2020,Economic Development (EDD),Small Business Education & Coaching,Prefer not to answer,78722,POINT (-97.715708 30.290465)
1022,2019,Economic Development (EDD),Small Business Education & Coaching,White,,
VAL7050710,2020,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Hispanic or Latino,78721,POINT (-97.683892 30.270568)
1448,2021,Economic Development (EDD),Industry Sector Development,Hispanic or Latino,78748,POINT (-97.825259 30.166107)
19,2021,Economic Development (EDD),Public Art & Placemaking,,,
604,2021,Economic Development (EDD),Education & Coaching,White,,
512,2021,Economic Development (EDD),Business Development,White,78701,POINT (-97.741791 30.271191)
923,2021,Economic Development (EDD),Education & Coaching,,78753,POINT (-97.675352 30.378511)
2677,2021,Economic Development (EDD),Cultural Arts Grantmaking,White,78729,POINT (-97.767067 30.454447)
115,2021,Economic Development (EDD),Industry Sector Development,,,
918,2021,Economic Development (EDD),Public Art & Placemaking,,78749,POINT (-97.859448 30.213975)
823,2021,Economic Development (EDD),Education & Coaching,Prefer not to answer,78727,POINT (-97.713462 30.426879)
1310,2021,Economic Development (EDD),Small Business Development,Hispanic or Latino,78744,POINT (-97.738673 30.186349)
V00000947928,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Asian,78665,POINT (-97.643704 30.542117)
622,2021,Economic Development (EDD),Education & Coaching,White,78756,POINT (-97.740236 30.321553)
769,2021,Economic Development (EDD),Small Business Development,,,
VC0000102123,2020,Small & Minority Business Resources (SMBR),M/W/DBE Certification,White,78703,POINT (-97.763975 30.291285)
1836,2019,Economic Development (EDD),Cultural Arts Grantmaking,,78753,POINT (-97.675352 30.378511)
3027,2021,Economic Development (EDD),Education & Coaching,White,78759,POINT (-97.753727 30.40316)
3795,2022,Economic Development,Education & Coaching,White,78722,POINT (-97.715708 30.290465)
4367,2022,Economic Development,Education & Coaching,Prefer not to answer,94509,POINT (-121.81295 37.993814)
ASA8322718,2020,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Asian,78702,POINT (-97.71608 30.264271)
172,2020,Economic Development (EDD),Cultural Arts Grantmaking,,,
297,2021,Economic Development (EDD),Education & Coaching,Multi Race or Ethnicity (minimum of two different options from above),,
1807,2020,Economic Development (EDD),Small Business Education & Coaching,,,
506,2020,Economic Development (EDD),Cultural Arts Grantmaking,,,
507,2021,Economic Development (EDD),Historic Preservation Fund Grants Adminstration,,78704,POINT (-97.76448 30.243217)
514,2019,Economic Development (EDD),Small Business Education & Coaching,Black or African American,78758,POINT (-97.706726 30.384311)
2336,2020,Economic Development (EDD),Small Business Education & Coaching,,,
3262,2022,Economic Development,Public Art & Placemaking,Hispanic or Latino,78749,POINT (-97.859448 30.213975)
POZ8319072,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Hispanic,78228,POINT (-98.569969 29.460581)
1743,2020,Economic Development (EDD),Small Business Education & Coaching,White,78723,POINT (-97.686715 30.30723)
V00000921504,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Caucasian,78737,POINT (-97.964749 30.193369)
931,2020,Economic Development (EDD),Small Business Education & Coaching,Prefer not to answer,78727,POINT (-97.713462 30.426879)
VS0000026253,2020,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Hispanic or Latino,78752,POINT (-97.703051 30.332223)
655,2019,Economic Development (EDD),Small Business Education & Coaching,,78759,POINT (-97.753727 30.40316)
2850,2020,Economic Development (EDD),Cultural Arts Grantmaking,,,
2324,2021,Economic Development (EDD),Education and Coaching,White,98107,POINT (-122.375438 47.667804)
RAP7016655,2020,Small & Minority Business Resources (SMBR),M/W/DBE Certification,White,78726,POINT (-97.838431 30.431233)
3936,2022,Economic Development,Education & Coaching,Hispanic or Latino,78758,POINT (-97.706726 30.384311)
2173,2020,Economic Development (EDD),Small Business Education & Coaching,Hispanic or Latino,78660,POINT (-97.613157 30.449905)
674,2019,Economic Development (EDD),Small Business Education & Coaching,,78756,POINT (-97.740236 30.321553)
493,2021,Economic Development (EDD),Education & Coaching,Hispanic or Latino,78703,POINT (-97.763975 30.291285)
1500,2019,Economic Development (EDD),Cultural Arts Grantmaking,White,78702,POINT (-97.71608 30.264271)
V00000908345,2020,Small & Minority Business Resources (SMBR),M/W/DBE Certification,White,78745,POINT (-97.798214 30.206782)
V00000919752,2020,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Black or African American,78717,POINT (-97.765813 30.492639)
620,2020,Economic Development (EDD),Music & Entertainment Business Development,White,,
465,2021,Economic Development (EDD),Education & Coaching,Hispanic or Latino,78747,POINT (-97.757228 30.133523)
1037,2021,Economic Development (EDD),Education & Coaching,Asian,78759,POINT (-97.753727 30.40316)
1235,2019,Economic Development (EDD),Small Business Education & Coaching,,,
433,2019,Economic Development (EDD),Small Business Education & Coaching,White,78728,POINT (-97.682765 30.450836)
3606,2022,Economic Development,Education & Coaching,Prefer not to answer,78660,POINT (-97.613157 30.449905)
4286,2022,Economic Development,Education & Coaching,Prefer not to answer,78666,POINT (-97.957509 29.875413)
242,2021,Economic Development (EDD),Music & Entertainment Business Development,,,
936,2021,Economic Development (EDD),Education & Coaching,,78754,POINT (-97.643722 30.356927)
1205,2019,Economic Development (EDD),Small Business Education & Coaching,Asian,78660,POINT (-97.613157 30.449905)
1762,2019,Economic Development (EDD),Cultural Arts Grantmaking,,,
311,2019,Economic Development (EDD),Small Business Education & Coaching,,,
1846,2019,Economic Development (EDD),Cultural Arts Grantmaking,,,
483,2020,Economic Development (EDD),Cultural Arts Grantmaking,,,
1039,2021,Economic Development (EDD),Education & Coaching,Prefer not to answer,78746,POINT (-97.80785 30.293201)
VS0000017158,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Caucasian,78703,POINT (-97.763975 30.291285)
VS0000008262,2020,Small & Minority Business Resources (SMBR),M/W/DBE Certification,White,78374,POINT (-97.301965 27.916354)
429,2019,Economic Development (EDD),Small Business Education & Coaching,Native Hawaiian or Other Pacific Islander,78745,POINT (-97.798214 30.206782)
526,2019,Economic Development (EDD),Small Business Education & Coaching,Black or African American,78728,POINT (-97.682765 30.450836)
1372,2019,Economic Development (EDD),Cultural Arts Grantmaking,,78739,POINT (-97.890498 30.182911)
148,2020,Economic Development (EDD),Cultural Arts Grantmaking,,78750,POINT (-97.800431 30.433237)
333,2020,Economic Development (EDD),Cultural Arts Grantmaking,,,
V00000968066,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Asian,78728,POINT (-97.682765 30.450836)
303,2020,Economic Development (EDD),Cultural Arts Grantmaking,,,
289,2019,Economic Development (EDD),Small Business Education & Coaching,Hispanic or Latino,78702,POINT (-97.71608 30.264271)
76,2020,Economic Development (EDD),Business Development,Asian,,
1116,2021,Economic Development (EDD),Education & Coaching,Black or African American,78660,POINT (-97.613157 30.449905)
450,2019,Economic Development (EDD),Small Business Education & Coaching,,78704,POINT (-97.76448 30.243217)
1430,2019,Economic Development (EDD),Cultural Arts Grantmaking,,78723,POINT (-97.686715 30.30723)
2266,2020,Economic Development (EDD),Small Business Education & Coaching,Hispanic or Latino,78750,POINT (-97.800431 30.433237)
3705,2022,Economic Development,Education & Coaching,White,78753,POINT (-97.675352 30.378511)
V00000940567,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Hispanic,78245,POINT (-98.699848 29.412338)
4432,2022,Economic Development,Education & Coaching,Prefer not to answer,73301,POINT (-97.746598 30.264979)
2083,2021,Economic Development (EDD),Business Development,,,
V00000974082,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,African American,78750,POINT (-97.800431 30.433237)
2019,2021,Economic Development (EDD),Education & Coaching,Hispanic or Latino,78040,POINT (-99.500442 27.514757)
1179,2019,Economic Development (EDD),Small Business Education & Coaching,White,78744,POINT (-97.738673 30.186349)
UNI8318182,2020,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Asian,78752,POINT (-97.703051 30.332223)
1559,2019,Economic Development (EDD),Cultural Arts Grantmaking,,78746,POINT (-97.80785 30.293201)
591,2020,Economic Development (EDD),Historic Preservation Fund Grants,,,
V00000967770,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Hispanic,78217,POINT (-98.420266 29.540297)
252,2020,Economic Development (EDD),Cultural Arts Grantmaking,,,
V00000978691,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,African American,76542,POINT (-97.727315 31.03833)
V00000938474,2020,Small & Minority Business Resources (SMBR),M/W/DBE Certification,White,78728,POINT (-97.682765 30.450836)
719,2021,Economic Development (EDD),Industry Sector Development,Prefer not to answer,78759,POINT (-97.753727 30.40316)
782,2019,Economic Development (EDD),Small Business Education & Coaching,,78703,POINT (-97.763975 30.291285)
4175,2022,Economic Development,Education & Coaching,Black or African-American,78660,POINT (-97.613157 30.449905)
V00000949588,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Caucasian,76248,POINT (-97.23005 32.924919)
2126,2020,Economic Development (EDD),Small Business Education & Coaching,Native American or Alaska Native,78723,POINT (-97.686715 30.30723)
2939,2021,Economic Development (EDD),Music & Entertainment Business Development,White,,
2298,2021,Economic Development (EDD),Education & Coaching,White,78735,POINT (-97.858036 30.256502)
1768,2020,Economic Development (EDD),Small Business Education & Coaching,White,78722,POINT (-97.715708 30.290465)
2359,2020,Economic Development (EDD),Cultural Arts Grantmaking,White,78702,POINT (-97.71608 30.264271)
1935,2021,Economic Development (EDD),Education & Coaching,,66109,POINT (-94.820191 39.154484)
1419,2020,Economic Development (EDD),Small Business Education & Coaching,,,
1709,2020,Economic Development (EDD),Small Business Education & Coaching,,,
2452,2020,Economic Development (EDD),Small Business Education & Coaching,Hispanic or Latino,78704,POINT (-97.76448 30.243217)
1348,2019,Economic Development (EDD),Cultural Arts Grantmaking,,78703,POINT (-97.763975 30.291285)
1594,2021,Economic Development (EDD),Education & Coaching,White,78702,POINT (-97.71608 30.264271)
1929,2019,Economic Development (EDD),Cultural Arts Grantmaking,,78757,POINT (-97.732706 30.349869)
V00000914385,2020,Small & Minority Business Resources (SMBR),M/W/DBE Certification,White,78657,POINT (-98.368057 30.541269)
3946,2022,Economic Development,Education & Coaching,Asian,78703,POINT (-97.763975 30.291285)
1261,2019,Economic Development (EDD),Small Business Education & Coaching,,,
V00000963168,2020,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Black or African American,78665,POINT (-97.643704 30.542117)
2198,2019,Economic Development (EDD),Music & Entertainment Business Development,,,
927,2020,Economic Development (EDD),Small Business Education & Coaching,,,
VC0000102940,2020,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Hispanic or Latino,78610,POINT (-97.818541 30.079155)
CTI8317923,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Caucasian,78626,POINT (-97.626751 30.652583)
2713,2020,Economic Development (EDD),Small Business Education & Coaching,,,
490,2021,Economic Development (EDD),Education & Coaching,Hispanic or Latino,77407,POINT (-95.717836 29.680818)
1613,2021,Economic Development (EDD),Industry Sector Development,White,78749,POINT (-97.859448 30.213975)
1483,2019,Economic Development (EDD),Cultural Arts Grantmaking,,78731,POINT (-97.765626 30.345658)
1935,2019,Economic Development (EDD),Cultural Arts Grantmaking,White,78748,POINT (-97.825259 30.166107)
2663,2021,Economic Development (EDD),Music & Entertainment Business Development,White,,
132,2019,Economic Development (EDD),Small Business Education & Coaching,Hispanic or Latino,78744,POINT (-97.738673 30.186349)
2144,2019,Economic Development (EDD),Music & Entertainment Business Development,,,
2874,2020,Economic Development (EDD),Small Business Education & Coaching,Asian,78746,POINT (-97.80785 30.293201)
2020,2019,Economic Development (EDD),Music & Entertainment Business Development,,,
611,2020,Economic Development (EDD),Music & Entertainment Business Development,,,
2063,2020,Economic Development (EDD),Small Business Education & Coaching,,,
VS0000010106,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Caucasian,78738,POINT (-97.977713 30.319988)
530,2020,Economic Development (EDD),Historic Preservation Fund Grants,,,
1776,2021,Economic Development (EDD),Education and Coaching,,77377,POINT (-95.651394 30.051494)
2897,2021,Economic Development (EDD),Industry Sector Development,,,
855,2021,Economic Development (EDD),Music & Entertainment Business Development,,,
2160,2019,Economic Development (EDD),Music & Entertainment Business Development,,,
954,2019,Economic Development (EDD),Small Business Education & Coaching,Asian,78749,POINT (-97.859448 30.213975)
2142,2020,Economic Development (EDD),Small Business Education & Coaching,White,78751,POINT (-97.722213 30.310564)
3881,2022,Economic Development,Education & Coaching,White,78758,POINT (-97.706726 30.384311)
495,2021,Economic Development (EDD),Cultural Arts Grantmaking,White,78726,POINT (-97.838431 30.431233)
2211,2020,Economic Development (EDD),Small Business Education & Coaching,Multi Race or Ethnicity,78664,POINT (-97.651252 30.505358)
V00000921271,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Caucasian,78752,POINT (-97.703051 30.332223)
112,2021,Economic Development (EDD),Education and Coaching,White,78741,POINT (-97.716971 30.227985)
V00000939833,2020,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Asian,78744,POINT (-97.738673 30.186349)
3358,2022,Economic Development,Education & Coaching,Black or African-American,78744,POINT (-97.738673 30.186349)
V00000935461,2020,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Hispanic or Latino,78665,POINT (-97.643704 30.542117)
V00000975859,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Asian,78731,POINT (-97.765626 30.345658)
840,2019,Economic Development (EDD),Small Business Education & Coaching,,78759,POINT (-97.753727 30.40316)
578,2020,Economic Development (EDD),Historic Preservation Fund Grants,,,
2557,2021,Economic Development (EDD),Education and Coaching,White,78757,POINT (-97.732706 30.349869)
552,2021,Economic Development (EDD),Public Art & Placemaking,,,
2560,2020,Economic Development (EDD),Small Business Education & Coaching,Native American or Alaska Native,76543,POINT (-97.690475 31.110359)
3410,2022,Economic Development,Education & Coaching,Hispanic or Latino,78752,POINT (-97.703051 30.332223)
1487,2020,Economic Development (EDD),Small Business Education & Coaching,Prefer not to answer,78701,POINT (-97.741791 30.271191)
V00000953014,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Hispanic,78749,POINT (-97.859448 30.213975)
4404,2022,Economic Development,Education & Coaching,White,78754,POINT (-97.643722 30.356927)
783,2019,Economic Development (EDD),Small Business Education & Coaching,,,
V00000969801,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,African American,78753,POINT (-97.675352 30.378511)
VS0000004401,2020,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Black or African American,77235,POINT (-95.369506 29.760803)
2374,2020,Economic Development (EDD),Small Business Education & Coaching,,,
2190,2019,Economic Development (EDD),Music & Entertainment Business Development,,,
TMO8320608,2020,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Hispanic or Latino,76527,POINT (-97.797528 30.833483)
VS0000022257,2020,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Black or African American,75032,POINT (-96.431103 32.867047)
542,2019,Economic Development (EDD),Small Business Education & Coaching,Hispanic or Latino,78744,POINT (-97.738673 30.186349)
V00000927924,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,African American,78665,POINT (-97.643704 30.542117)
V00000945261,2020,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Black or African American,78753,POINT (-97.675352 30.378511)
709,2019,Economic Development (EDD),Small Business Education & Coaching,White,78721,POINT (-97.683892 30.270568)
2277,2020,Economic Development (EDD),Small Business Education & Coaching,,,
261,2019,Economic Development (EDD),Small Business Education & Coaching,Black or African American,78753,POINT (-97.675352 30.378511)
V00000975246,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,African American,75201,POINT (-96.79859 32.786781)
VS0000034209,2020,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Asian,78758,POINT (-97.706726 30.384311)
1028,2021,Economic Development (EDD),Education & Coaching,White,78701,POINT (-97.741791 30.271191)
16,2021,Economic Development (EDD),Cultural Arts Grantmaking,White,,
VS0000030988,2020,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Hispanic or Latino,78653,POINT (-97.531473 30.345865)
1021,2020,Economic Development (EDD),Small Business Education & Coaching,,,
2888,2020,Economic Development (EDD),Small Business Education & Coaching,White,78610,POINT (-97.818541 30.079155)
160,2020,Economic Development (EDD),Cultural Arts Grantmaking,,78722,POINT (-97.715708 30.290465)
3523,2022,Economic Development,Education & Coaching,Hispanic or Latino,78738,POINT (-97.977713 30.319988)
2726,2020,Economic Development (EDD),Small Business Education & Coaching,,,
1558,2019,Economic Development (EDD),Cultural Arts Grantmaking,,78755,POINT (-97.746598 30.264979)
2166,2020,Economic Development (EDD),Industry Sector Development,White,78704,POINT (-97.76448 30.243217)
1769,2019,Economic Development (EDD),Cultural Arts Grantmaking,White,,
1849,2019,Economic Development (EDD),Cultural Arts Grantmaking,,78703,POINT (-97.763975 30.291285)
V00000970749,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,African American,78666,POINT (-97.957509 29.875413)
4431,2022,Economic Development,Education & Coaching,Black or African American,94111,POINT (-122.40011 37.797956)
4122,2022,Economic Development,Education & Coaching,Hispanic or Latino,78045,POINT (-99.513046 27.622935)
2226,2020,Economic Development (EDD),Small Business Education & Coaching,,,
3004,2020,Economic Development (EDD),Small Business Education & Coaching,White,78704,POINT (-97.76448 30.243217)
1677,2019,Economic Development (EDD),Cultural Arts Grantmaking,White,78703,POINT (-97.763975 30.291285)
958,2020,Economic Development (EDD),Small Business Education & Coaching,,,
2559,2020,Economic Development (EDD),Small Business Education & Coaching,Black or African American,78724,POINT (-97.622435 30.295025)
1727,2021,Economic Development (EDD),Small Business Development,Multi Race or Ethnicity (minimum of two different options from above),78745,POINT (-97.798214 30.206782)
2145,2020,Economic Development (EDD),Small Business Education & Coaching,,,
1845,2019,Economic Development (EDD),Cultural Arts Grantmaking,Hispanic or Latino,,
1942,2020,Economic Development (EDD),Small Business Education & Coaching,White,78750,POINT (-97.800431 30.433237)
2822,2020,Economic Development (EDD),Small Business Education & Coaching,,,
4299,2022,Economic Development,Education & Coaching,Asian,78744,POINT (-97.738673 30.186349)
DOU8314208,2020,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Hispanic or Latino,78617,POINT (-97.611102 30.157123)
3003,2020,Economic Development (EDD),Small Business Education & Coaching,,,
2304,2021,Economic Development (EDD),Education & Coaching,Black or African American,78741,POINT (-97.716971 30.227985)
588,2020,Economic Development (EDD),Historic Preservation Fund Grants,,,
V00000945085,2020,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Asian,75063,POINT (-96.974394 32.921635)
2422,2020,Economic Development (EDD),Small Business Education & Coaching,,,
4277,2022,Economic Development,Education & Coaching,White,78613,POINT (-97.824803 30.503628)
HOL2400500,2020,Small & Minority Business Resources (SMBR),M/W/DBE Certification,White,78704,POINT (-97.76448 30.243217)
V00000962370,2020,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Black or African American,78660,POINT (-97.613157 30.449905)
1582,2021,Economic Development (EDD),Education & Coaching,,,
1197,2020,Economic Development (EDD),Small Business Education & Coaching,Black or African American,,
910,2021,Economic Development (EDD),Cultural Arts Grantmaking,,,
1259,2020,Economic Development (EDD),Small Business Education & Coaching,,,
1038,2019,Economic Development (EDD),Small Business Education & Coaching,,,
V00000900966,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Hispanic,75219,POINT (-96.813051 32.810882)
3876,2022,Economic Development,Education & Coaching,White,78745,POINT (-97.798214 30.206782)
1385,2021,Economic Development (EDD),Industry Sector Development,Prefer not to answer,77004,POINT (-95.364395 29.72698)
522,2021,Economic Development (EDD),Industry Sector Development,White,78756,POINT (-97.740236 30.321553)
V00000942747,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Caucasian,78666,POINT (-97.957509 29.875413)
61,2019,Economic Development (EDD),Small Business Education & Coaching,,78748,POINT (-97.825259 30.166107)
2223,2021,Economic Development (EDD),Education & Coaching,Black or African American,11435,POINT (-73.810107 40.701344)
2670,2020,Economic Development (EDD),Small Business Education & Coaching,Black or African American,77082,POINT (-95.628476 29.721788)
VS0000004065,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Hispanic,78259,POINT (-98.433292 29.63129)
1930,2020,Economic Development (EDD),Small Business Education & Coaching,White,78727,POINT (-97.713462 30.426879)
1082,2021,Economic Development (EDD),Education & Coaching,,78756,POINT (-97.740236 30.321553)
908,2019,Economic Development (EDD),Small Business Education & Coaching,,78701,POINT (-97.741791 30.271191)
758,2020,Economic Development (EDD),Small Business Education & Coaching,Prefer not to answer,78702,POINT (-97.71608 30.264271)
617,2020,Economic Development (EDD),Music & Entertainment Business Development,,,
3658,2022,Economic Development,Education & Coaching,Hispanic or Latino,78645,POINT (-97.976433 30.450977)
VS0000006283,2020,Small & Minority Business Resources (SMBR),M/W/DBE Certification,White,78617,POINT (-97.611102 30.157123)
4253,2022,Economic Development,Education & Coaching,White,78741,POINT (-97.716971 30.227985)
835,2019,Economic Development (EDD),Small Business Education & Coaching,Prefer not to answer,78746,POINT (-97.80785 30.293201)
V00000956690,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,African American,78757,POINT (-97.732706 30.349869)
VS0000005267,2020,Small & Minority Business Resources (SMBR),M/W/DBE Certification,White,14428,POINT (-77.857148 43.080492)
